ID,EVALUATION_RATING,REPORTS_TO,FEEDBACK_COMMENT,SATISFACTION_INDEX
103233,3.2,100009,My peers  provide guidance about our vision of the future,4
103234,4.4,100006,My bosses do not support our vision of the future,3.4
103235,3.1,100014,My peers  communicate about generating revenue,4.6
103236,4.4,100004,My bosses do not provide guidance about providing better service,4.8
103237,3.1,100008,My peers  listen to me on our vision of the future,3
103238,4.1,100003,My bosses  support generating revenue,3.8
103239,4.1,100013,My peers  support our strategy,3.6
103240,4.9,100001,My bosses  support generating revenue,3.6
103241,3.7,100012,My bosses  support our vision of the future,3.8
103242,4,100006,My bosses  communicate about providing better service,4.9
103243,4.7,100014,My bosses do not listen to me on our vision of the future,3.5
103244,4,100005,My bosses  support generating revenue,3.8
103245,4.6,100002,My bosses do not provide guidance about generating revenue,3.2
103246,3.2,100003,My bosses  provide guidance about providing better service,3.5
103247,4.7,100001,My peers  listen to me on providing better service,3.7
103248,3.6,100006,My peers  provide guidance about our strategy,4
103249,4.2,100013,My peers  provide guidance about providing better service,4.4
103250,3.9,100007,My peers do not listen to me on providing better service,3
103251,4.4,100010,My peers  provide guidance about our strategy,3
103252,4.5,100006,My peers  communicate about our vision of the future,4.2
103253,4,100009,My peers do not listen to me on our vision of the future,3.1
103254,4.1,100003,My peers do not listen to me on providing better service,4.8
103255,4.6,100005,My peers do not communicate about our strategy,4.5
103256,4.2,100014,My bosses  listen to me on our strategy,3.5
103257,3.3,100002,My peers  support our strategy,4.5
103258,4.1,100012,My bosses do not provide guidance about our vision of the future,3.7
103259,4.3,100002,My bosses do not provide guidance about our strategy,4.3
103260,3,100011,My peers do not listen to me on our strategy,3.9
103261,4.9,100007,My bosses  listen to me on providing better service,3.9
103262,3.4,100007,My peers  communicate about our vision of the future,4.9
103263,3.1,100013,My peers do not provide guidance about our strategy,4.9
103264,4.4,100002,My peers  support our vision of the future,4.2
103265,4,100002,My bosses  support our strategy,4.5
103266,4.3,100014,My bosses  support our strategy,4.3
103267,4.1,100007,My peers  provide guidance about our strategy,3.7
103268,4.8,100003,My peers  support our strategy,4.4
103269,4.2,100013,My peers  listen to me on our vision of the future,4.4
103270,3.9,100009,My bosses do not provide guidance about our strategy,4.1
103271,4,100007,My peers do not listen to me on providing better service,3
103272,4.5,100013,My peers do not support our strategy,4.6
103273,3,100013,My peers  listen to me on providing better service,4.6
103274,4.4,100005,My peers do not listen to me on our vision of the future,4.6
103275,4,100003,My peers do not communicate about our strategy,3.4
103276,3.8,100002,My bosses do not support our strategy,3.2
103277,4.2,100013,My peers do not communicate about providing better service,3.1
103278,4.9,100005,My bosses  listen to me on our vision of the future,4.9
103279,4.8,100011,My peers  communicate about providing better service,3
103280,4.7,100009,My bosses do not support providing better service,3.2
103281,4.4,100014,My peers do not listen to me on our strategy,3.3
103282,3,100014,My bosses  listen to me on generating revenue,4.1
103283,3,100014,My bosses  communicate about our vision of the future,3.3
103284,3.4,100001,My bosses  communicate about providing better service,3.3
103285,3.4,100013,My bosses  support providing better service,4.9
103286,3.5,100012,My bosses do not listen to me on our vision of the future,4.4
103287,4.4,100001,My peers do not communicate about generating revenue,3.8
103288,4.9,100010,My bosses do not listen to me on our strategy,4.3
103289,3.2,100005,My peers do not support providing better service,4.1
103290,3.1,100004,My peers do not support generating revenue,3.4
103291,4.2,100013,My peers  support generating revenue,4.8
103292,4.9,100001,My peers  support our strategy,4.1
103293,4.5,100002,My peers  communicate about generating revenue,3
103294,3.4,100012,My peers do not listen to me on generating revenue,4
103295,3.1,100010,My peers do not communicate about generating revenue,3.9
103296,3.7,100008,My peers do not listen to me on providing better service,4.1
103297,3.2,100007,My bosses do not communicate about providing better service,4.2
103298,4.6,100006,My bosses  support our vision of the future,4
103299,4.6,100004,My bosses  communicate about our vision of the future,4.5
103300,4.1,100014,My bosses  support providing better service,3.5
103301,4.2,100012,My bosses  listen to me on our strategy,4.6
103302,3.3,100007,My bosses  listen to me on our strategy,4.4
103303,4.8,100006,My bosses do not support our vision of the future,4.9
103304,3.4,100006,My peers  listen to me on our vision of the future,3.2
103305,3.2,100002,My peers  listen to me on our vision of the future,3.5
103306,3.7,100005,My peers  support our vision of the future,4.7
103307,4.9,100009,My bosses  support our vision of the future,3.7
103308,4.4,100001,My bosses  support providing better service,4.2
103309,4.1,100014,My bosses do not support generating revenue,3.2
103310,3.4,100007,My bosses do not support providing better service,3.4
103311,3.3,100007,My bosses do not communicate about providing better service,4.6
103312,3.5,100006,My peers  provide guidance about providing better service,4.5
103313,4.2,100010,My bosses  listen to me on our vision of the future,4.3
103314,4.4,100011,My peers  listen to me on generating revenue,3
103315,3.1,100014,My bosses  listen to me on providing better service,3.5
103316,4.5,100011,My peers do not support our strategy,4.6
103317,3.1,100012,My peers  listen to me on our vision of the future,4.8
103318,3.5,100001,My peers do not communicate about our strategy,3.5
103319,4.2,100003,My bosses  listen to me on our vision of the future,3.1
103320,4.4,100009,My peers  support our vision of the future,3.5
103321,3,100007,My bosses  listen to me on providing better service,3.4
103322,4.8,100011,My peers  support providing better service,4.6
103323,3.4,100013,My bosses  provide guidance about our strategy,4.7
103324,4.6,100013,My bosses  listen to me on our strategy,4.8
103325,3.5,100009,My peers  communicate about providing better service,3.1
103326,4.6,100010,My bosses do not provide guidance about generating revenue,4.6
103327,3.2,100009,My peers do not provide guidance about our vision of the future,4.4
103328,4.8,100010,My peers do not provide guidance about generating revenue,3.1
103329,4.2,100006,My bosses  communicate about generating revenue,4.9
103330,3.5,100007,My bosses  provide guidance about our vision of the future,3.7
103331,4.4,100005,My peers  support our strategy,4.6
103332,4,100010,My peers  listen to me on our vision of the future,3.9
103333,4,100009,My peers do not listen to me on our vision of the future,4
103334,3.7,100013,My peers do not listen to me on our vision of the future,4.7
103335,3.3,100013,My peers do not provide guidance about our vision of the future,4.2
103336,4.4,100009,My peers do not support generating revenue,3.7
103337,4.1,100001,My bosses  listen to me on providing better service,4.1
103338,3.7,100004,My bosses  listen to me on generating revenue,4.6
103339,4.6,100011,My bosses  provide guidance about providing better service,3.7
103340,4.9,100006,My bosses  support providing better service,4
103341,3.1,100003,My peers  communicate about providing better service,4.5
103342,3.7,100003,My bosses do not provide guidance about our vision of the future,3.5
103343,4.8,100013,My bosses  support generating revenue,3
103344,3.7,100011,My bosses  communicate about generating revenue,4.8
103345,4.7,100006,My peers do not provide guidance about providing better service,4.3
103346,4.3,100001,My peers do not listen to me on generating revenue,4.2
103347,4.2,100014,My bosses do not support our strategy,4.1
103348,3,100013,My bosses do not provide guidance about providing better service,3.3
103349,3,100006,My bosses do not listen to me on our vision of the future,4.9
103350,3.7,100014,My bosses  communicate about providing better service,3.4
103351,4.1,100003,My bosses  listen to me on generating revenue,3
103352,3,100010,My peers do not support our strategy,4.8
103353,4.6,100012,My peers do not provide guidance about our strategy,4.6
103354,3.2,100002,My peers  communicate about our vision of the future,4.4
103355,4.3,100013,My bosses  communicate about generating revenue,3.5
103356,4.2,100002,My bosses do not listen to me on providing better service,4.8
103357,3.7,100010,My bosses  support our strategy,4.3
103358,4.3,100004,My bosses  listen to me on generating revenue,4
103359,3.3,100002,My peers do not provide guidance about generating revenue,3.7
103360,4.9,100009,My bosses do not listen to me on providing better service,3.8
103361,4.4,100011,My peers  provide guidance about providing better service,4.3
103362,3.2,100002,My bosses do not communicate about our vision of the future,4.7
103363,4.6,100012,My peers do not listen to me on providing better service,3.2
103364,4.7,100008,My peers do not provide guidance about our strategy,4.4
103365,4.3,100001,My bosses  communicate about our strategy,4.1
103366,3.8,100012,My bosses do not listen to me on our strategy,4.1
103367,4.3,100003,My peers do not communicate about generating revenue,4.5
103368,4.5,100010,My bosses  support our vision of the future,4.6
